code,unit,amount,price,stock_hyogo,stock_saitama,stock_other,aprox_delivery_time,company,stock_japan
B3587,G,500.0,12500.0,False,True,False,3 day(s),TCI,in-stock
B3588,G,1.0,5000.0,True,True,True,3 day(s),TCI,in-stock
B3588,G,5.0,16500.0,False,True,False,3 day(s),TCI,in-stock
B3589,G,1.0,6100.0,True,True,True,3 day(s),TCI,in-stock
B3589,G,5.0,18700.0,True,True,False,3 day(s),TCI,in-stock
B3590,G,25.0,10000.0,True,True,False,3 day(s),TCI,in-stock
B3590,G,5.0,3400.0,True,True,False,3 day(s),TCI,in-stock
B3591,G,1.0,8200.0,True,True,False,3 day(s),TCI,in-stock
B3591,G,5.0,28500.0,True,True,False,3 day(s),TCI,in-stock
B3592,G,1.0,34500.0,True,True,False,3 day(s),TCI,in-stock
B3592,MG,200.0,10400.0,True,True,False,3 day(s),TCI,in-stock
B3593,G,1.0,34500.0,True,True,False,3 day(s),TCI,in-stock
B3593,MG,200.0,10400.0,True,True,False,3 day(s),TCI,in-stock
B3595,G,5.0,19600.0,True,True,False,3 day(s),TCI,in-stock
B3596,G,5.0,16700.0,True,True,False,3 day(s),TCI,in-stock
B3597,G,25.0,12400.0,False,True,False,3 day(s),TCI,in-stock
B3597,G,5.0,4200.0,True,True,True,3 day(s),TCI,in-stock
B3599,G,25.0,13100.0,True,True,False,3 day(s),TCI,in-stock
B3599,G,5.0,3600.0,True,True,True,3 day(s),TCI,in-stock
B3600,G,1.0,11700.0,True,True,False,3 day(s),TCI,in-stock
B3601,G,1.0,7400.0,True,True,True,3 day(s),TCI,in-stock
B3602,G,5.0,3500.0,True,True,False,3 day(s),TCI,in-stock
B3603,G,25.0,21500.0,True,True,False,3 day(s),TCI,in-stock
B3603,G,5.0,6700.0,True,True,False,3 day(s),TCI,in-stock
B3604,G,5.0,16500.0,True,True,True,3 day(s),TCI,in-stock
B3605,G,1.0,4900.0,False,True,False,3 day(s),TCI,in-stock
B3605,G,5.0,16900.0,True,True,True,3 day(s),TCI,in-stock
B3607,G,25.0,26500.0,True,True,True,3 day(s),TCI,in-stock
B3607,G,5.0,7700.0,True,True,True,3 day(s),TCI,in-stock
B3608,G,1.0,2900.0,True,True,False,3 day(s),TCI,in-stock
B3608,G,5.0,10100.0,True,True,True,3 day(s),TCI,in-stock
B3609,G,1.0,5800.0,True,True,False,3 day(s),TCI,in-stock
B3609,G,5.0,17400.0,True,True,True,3 day(s),TCI,in-stock
B3610,G,25.0,20000.0,True,True,False,3 day(s),TCI,in-stock
B3610,G,5.0,5800.0,True,True,True,3 day(s),TCI,in-stock
B3611,G,1.0,10100.0,False,True,False,3 day(s),TCI,in-stock
B3611,G,5.0,38900.0,True,True,True,3 day(s),TCI,in-stock
B3613,G,1.0,4700.0,True,True,False,3 day(s),TCI,in-stock
B3613,G,5.0,15000.0,True,True,True,3 day(s),TCI,in-stock
B3614,G,1.0,5500.0,True,True,True,3 day(s),TCI,in-stock
B3614,G,5.0,19400.0,True,True,True,3 day(s),TCI,in-stock
B3616,G,1.0,3500.0,True,True,True,3 day(s),TCI,in-stock
B3616,G,5.0,13400.0,True,True,True,3 day(s),TCI,in-stock
B3617,G,1.0,11400.0,True,True,True,3 day(s),TCI,in-stock
B3618,G,25.0,16900.0,False,True,False,3 day(s),TCI,in-stock
B3618,G,5.0,5800.0,False,True,False,3 day(s),TCI,in-stock
B3619,G,1.0,5800.0,True,True,True,3 day(s),TCI,in-stock
B3619,G,5.0,18400.0,True,True,True,3 day(s),TCI,in-stock
B3620,MG,100.0,34100.0,False,True,False,3 day(s),TCI,in-stock
B3620,MG,10.0,6100.0,True,True,True,3 day(s),TCI,in-stock
B3621,MG,100.0,39600.0,False,True,False,3 day(s),TCI,in-stock
B3621,MG,10.0,7000.0,True,True,True,3 day(s),TCI,in-stock
B3622,G,1.0,6800.0,False,True,False,3 day(s),TCI,in-stock
B3623,G,25.0,21400.0,False,False,False,3 day(s),TCI,on-demand
B3623,G,5.0,6600.0,True,True,False,3 day(s),TCI,in-stock
B3624,G,25.0,35600.0,True,True,False,3 day(s),TCI,in-stock
B3624,G,5.0,10400.0,True,True,False,3 day(s),TCI,in-stock
B3625,G,1.0,17800.0,False,True,False,3 day(s),TCI,in-stock
B3625,G,5.0,60400.0,True,True,False,3 day(s),TCI,in-stock
B3627,G,1.0,23100.0,False,True,False,3 day(s),TCI,in-stock
B3630,G,1.0,5400.0,False,True,False,3 day(s),TCI,in-stock
B3630,G,5.0,17900.0,True,True,False,3 day(s),TCI,in-stock
B3631,G,1.0,19100.0,True,True,False,3 day(s),TCI,in-stock
B3631,G,5.0,66100.0,True,True,False,3 day(s),TCI,in-stock
B3632,G,1.0,22700.0,True,True,False,3 day(s),TCI,in-stock
B3633,G,25.0,15000.0,False,True,True,3 day(s),TCI,in-stock
B3633,G,5.0,5500.0,False,True,True,3 day(s),TCI,in-stock
B3634,G,1.0,11900.0,False,False,True,3 day(s),TCI,in-stock
B3634,G,5.0,41200.0,True,True,True,3 day(s),TCI,in-stock
B3635,MG,100.0,3000.0,True,True,False,3 day(s),TCI,in-stock
B3635,G,1.0,14300.0,True,True,True,3 day(s),TCI,in-stock
B3636,G,25.0,11300.0,True,True,True,3 day(s),TCI,in-stock
B3636,G,5.0,3200.0,True,True,True,3 day(s),TCI,in-stock
B3637,G,1.0,8000.0,False,False,False,3 day(s),TCI,on-demand
B3637,G,5.0,27600.0,True,True,True,3 day(s),TCI,in-stock
B3638,G,1.0,6000.0,True,True,False,3 day(s),TCI,in-stock
B3638,G,5.0,19200.0,True,True,True,3 day(s),TCI,in-stock
B3639,G,25.0,15200.0,True,True,False,3 day(s),TCI,in-stock
B3639,G,5.0,4400.0,True,True,True,3 day(s),TCI,in-stock
B3641,G,25.0,18600.0,True,True,False,3 day(s),TCI,in-stock
B3641,G,5.0,5600.0,True,True,True,3 day(s),TCI,in-stock
B3642,G,5.0,14100.0,True,True,True,3 day(s),TCI,in-stock
B3643,G,25.0,13800.0,True,True,True,3 day(s),TCI,in-stock
B3643,G,5.0,4400.0,True,True,True,3 day(s),TCI,in-stock
B3644,G,25.0,17400.0,True,True,True,3 day(s),TCI,in-stock
B3644,G,5.0,5400.0,True,True,True,3 day(s),TCI,in-stock
B3645,G,1.0,16000.0,True,True,True,3 day(s),TCI,in-stock
B3645,G,5.0,62400.0,True,True,True,3 day(s),TCI,in-stock
B3646,G,25.0,30300.0,True,True,False,3 day(s),TCI,in-stock
B3646,G,5.0,8700.0,True,True,True,3 day(s),TCI,in-stock
B3647,G,1.0,3100.0,True,True,False,3 day(s),TCI,in-stock
B3647,G,5.0,11400.0,True,True,True,3 day(s),TCI,in-stock
B3648,G,25.0,15600.0,True,True,True,3 day(s),TCI,in-stock
B3648,G,5.0,5400.0,True,True,True,3 day(s),TCI,in-stock
B3649,G,1.0,10400.0,True,True,False,3 day(s),TCI,in-stock
B3649,G,5.0,36000.0,True,True,True,3 day(s),TCI,in-stock
B3650,G,1.0,4100.0,True,True,False,3 day(s),TCI,in-stock
B3650,G,5.0,13000.0,True,True,True,3 day(s),TCI,in-stock
B3651,G,25.0,30700.0,False,True,False,3 day(s),TCI,in-stock
B3651,G,5.0,8800.0,True,True,True,3 day(s),TCI,in-stock
B3652,G,1.0,7600.0,False,True,False,3 day(s),TCI,in-stock
B3652,G,5.0,24800.0,True,True,True,3 day(s),TCI,in-stock
B3653,G,1.0,9400.0,True,True,False,3 day(s),TCI,in-stock
B3653,G,5.0,31600.0,True,True,True,3 day(s),TCI,in-stock
B3654,G,1.0,9600.0,True,True,False,3 day(s),TCI,in-stock
B3654,G,5.0,33500.0,True,True,True,3 day(s),TCI,in-stock
B3655,G,1.0,9200.0,True,True,False,3 day(s),TCI,in-stock
B3655,G,5.0,31000.0,True,True,True,3 day(s),TCI,in-stock
B3657,G,1.0,1800.0,True,True,True,3 day(s),TCI,in-stock
B3657,G,5.0,5900.0,True,True,True,3 day(s),TCI,in-stock
B3658,G,25.0,23000.0,True,True,False,3 day(s),TCI,in-stock
B3658,G,5.0,6800.0,True,True,True,3 day(s),TCI,in-stock
B3659,G,5.0,9800.0,True,True,True,3 day(s),TCI,in-stock
B3660,G,1.0,5100.0,False,False,False,3 day(s),TCI,on-demand
B3660,G,5.0,17400.0,True,True,True,3 day(s),TCI,in-stock
B3662,G,1.0,5600.0,False,True,False,3 day(s),TCI,in-stock
B3662,G,5.0,18900.0,True,True,True,3 day(s),TCI,in-stock
B3663,G,1.0,8300.0,True,True,True,3 day(s),TCI,in-stock
B3663,G,5.0,26700.0,True,True,True,3 day(s),TCI,in-stock
B3664,G,1.0,3600.0,True,True,True,3 day(s),TCI,in-stock
B3664,G,5.0,13500.0,True,True,True,3 day(s),TCI,in-stock
B3666,G,1.0,5300.0,True,True,True,3 day(s),TCI,in-stock
B3666,G,5.0,17000.0,True,True,True,3 day(s),TCI,in-stock
B3667,G,1.0,5500.0,True,True,True,3 day(s),TCI,in-stock
B3667,G,5.0,18900.0,True,True,True,3 day(s),TCI,in-stock
B3668,G,5.0,9200.0,True,True,True,3 day(s),TCI,in-stock
B3669,G,1.0,2800.0,False,True,False,3 day(s),TCI,in-stock
B3669,G,5.0,8800.0,True,True,True,3 day(s),TCI,in-stock
B3670,G,1.0,8200.0,True,True,False,3 day(s),TCI,in-stock
B3670,G,5.0,26600.0,True,True,True,3 day(s),TCI,in-stock
B3671,G,5.0,14200.0,True,True,True,3 day(s),TCI,in-stock
B3672,G,1.0,5600.0,True,True,False,3 day(s),TCI,in-stock
B3672,G,5.0,17800.0,True,True,True,3 day(s),TCI,in-stock
B3673,G,1.0,2800.0,True,True,False,3 day(s),TCI,in-stock
B3673,G,5.0,9300.0,True,True,True,3 day(s),TCI,in-stock
B3674,G,25.0,41100.0,True,True,False,3 day(s),TCI,in-stock
B3674,G,5.0,11800.0,True,True,True,3 day(s),TCI,in-stock
B3675,G,1.0,5300.0,False,True,False,3 day(s),TCI,in-stock
B3675,G,5.0,16800.0,True,True,True,3 day(s),TCI,in-stock
B3676,G,5.0,8300.0,True,True,True,3 day(s),TCI,in-stock
B3677,G,25.0,20800.0,True,True,False,3 day(s),TCI,in-stock
B3677,G,5.0,6900.0,True,True,True,3 day(s),TCI,in-stock
B3679,G,25.0,24100.0,True,True,False,3 day(s),TCI,in-stock
B3679,G,5.0,7000.0,True,True,True,3 day(s),TCI,in-stock
B3680,G,1.0,113300.0,True,True,False,3 day(s),TCI,in-stock
B3680,MG,200.0,31100.0,True,True,False,3 day(s),TCI,in-stock
B3681,G,5.0,6100.0,True,True,False,3 day(s),TCI,in-stock
B3683,G,5.0,11900.0,True,True,False,3 day(s),TCI,in-stock
B3684,G,1.0,2600.0,False,True,False,3 day(s),TCI,in-stock
B3684,G,5.0,10100.0,True,True,False,3 day(s),TCI,in-stock
B3685,G,1.0,8600.0,False,True,False,3 day(s),TCI,in-stock
B3686,G,25.0,16600.0,False,True,False,3 day(s),TCI,in-stock
B3686,G,5.0,5200.0,True,True,False,3 day(s),TCI,in-stock
B3687,G,25.0,7400.0,True,True,True,3 day(s),TCI,in-stock
B3687,G,5.0,2300.0,True,True,False,3 day(s),TCI,in-stock
B3688,G,25.0,17800.0,True,True,True,3 day(s),TCI,in-stock
B3688,G,5.0,5900.0,True,True,False,3 day(s),TCI,in-stock
B3689,G,25.0,20800.0,True,True,True,3 day(s),TCI,in-stock
B3689,G,5.0,6200.0,True,True,False,3 day(s),TCI,in-stock
B3690,G,1.0,8900.0,False,True,False,3 day(s),TCI,in-stock
B3690,G,5.0,30600.0,True,True,False,3 day(s),TCI,in-stock
B3691,G,1.0,5000.0,True,True,False,3 day(s),TCI,in-stock
B3691,G,5.0,17800.0,True,True,False,3 day(s),TCI,in-stock
B3692,G,1.0,42200.0,True,True,False,3 day(s),TCI,in-stock
B3693,MG,100.0,12800.0,True,True,False,3 day(s),TCI,in-stock
B3694,MG,100.0,8100.0,True,True,False,3 day(s),TCI,in-stock
B3695,MG,200.0,5900.0,True,True,False,3 day(s),TCI,in-stock
B3696,MG,200.0,7300.0,True,True,False,3 day(s),TCI,in-stock
B3698,G,25.0,19500.0,False,False,False,3 day(s),TCI,on-demand
B3698,G,5.0,5400.0,False,True,False,3 day(s),TCI,in-stock
B3700,G,1.0,4100.0,False,True,False,3 day(s),TCI,in-stock
B3700,G,5.0,13000.0,False,True,False,3 day(s),TCI,in-stock
B3701,G,1.0,6500.0,True,True,True,3 day(s),TCI,in-stock
B3701,G,5.0,22500.0,True,True,True,3 day(s),TCI,in-stock
B3702,G,1.0,6000.0,True,True,True,3 day(s),TCI,in-stock
B3702,G,5.0,20700.0,True,True,True,3 day(s),TCI,in-stock
B3703,G,1.0,5300.0,True,True,True,3 day(s),TCI,in-stock
B3703,G,5.0,16100.0,True,True,True,3 day(s),TCI,in-stock
B3706,G,10.0,14800.0,False,False,True,3 day(s),TCI,in-stock
B3706,G,1.0,3900.0,True,True,True,3 day(s),TCI,in-stock
B3707,G,5.0,18600.0,False,False,True,3 day(s),TCI,in-stock
B3708,G,1.0,5400.0,False,True,False,3 day(s),TCI,in-stock
B3709,G,25.0,13200.0,False,True,False,3 day(s),TCI,in-stock
B3709,G,5.0,4000.0,True,True,False,3 day(s),TCI,in-stock
B3710,G,1.0,18500.0,True,True,False,3 day(s),TCI,in-stock
B3710,G,5.0,63500.0,True,True,False,3 day(s),TCI,in-stock
B3711,G,1.0,6900.0,True,True,True,3 day(s),TCI,in-stock
B3711,G,5.0,24700.0,True,True,True,3 day(s),TCI,in-stock
B3712,G,1.0,3700.0,True,True,True,3 day(s),TCI,in-stock
B3712,G,5.0,11900.0,True,True,True,3 day(s),TCI,in-stock
B3713,G,1.0,5100.0,True,True,True,3 day(s),TCI,in-stock
B3713,G,5.0,17300.0,True,True,True,3 day(s),TCI,in-stock
B3714,G,1.0,3700.0,True,True,True,3 day(s),TCI,in-stock
B3715,G,1.0,6300.0,True,True,True,3 day(s),TCI,in-stock
B3715,G,5.0,20400.0,True,True,True,3 day(s),TCI,in-stock
B3716,G,1.0,4900.0,True,True,True,3 day(s),TCI,in-stock
B3716,G,5.0,16900.0,True,True,True,3 day(s),TCI,in-stock
B3717,G,250.0,16300.0,True,True,False,3 day(s),TCI,in-stock
B3717,G,25.0,3200.0,True,True,True,3 day(s),TCI,in-stock
B3718,ML,25.0,1800.0,False,True,False,3 day(s),TCI,in-stock
B3718,ML,500.0,10800.0,False,True,False,3 day(s),TCI,in-stock
B3719,G,25.0,19800.0,False,False,True,3 day(s),TCI,in-stock
B3719,G,5.0,5800.0,False,False,True,3 day(s),TCI,in-stock
B3720,G,25.0,12900.0,False,True,True,3 day(s),TCI,in-stock
B3720,G,5.0,4000.0,True,True,True,3 day(s),TCI,in-stock
B3721,G,1.0,4100.0,True,True,False,3 day(s),TCI,in-stock
B3721,G,5.0,14100.0,True,True,True,3 day(s),TCI,in-stock
B3722,G,1.0,3900.0,True,True,False,3 day(s),TCI,in-stock
B3722,G,5.0,12600.0,True,True,True,3 day(s),TCI,in-stock
B3724,G,1.0,3100.0,True,True,False,3 day(s),TCI,in-stock
B3724,G,5.0,9900.0,True,True,True,3 day(s),TCI,in-stock
B3726,G,1.0,7100.0,True,True,True,3 day(s),TCI,in-stock
B3726,G,5.0,23300.0,True,True,True,3 day(s),TCI,in-stock
B3728,MG,100.0,22400.0,False,True,False,3 day(s),TCI,in-stock
B3728,MG,500.0,67300.0,False,False,False,3 day(s),TCI,on-demand
B3729,G,1.0,4600.0,True,True,False,3 day(s),TCI,in-stock
B3729,G,5.0,14900.0,True,True,True,3 day(s),TCI,in-stock
B3730,G,1.0,3100.0,True,True,False,3 day(s),TCI,in-stock
B3730,G,5.0,10200.0,True,True,True,3 day(s),TCI,in-stock
B3731,G,1.0,16700.0,True,True,True,3 day(s),TCI,in-stock
B3731,G,5.0,57000.0,True,True,True,3 day(s),TCI,in-stock
B3732,G,1.0,23400.0,True,True,True,3 day(s),TCI,in-stock
B3732,G,5.0,78900.0,True,True,True,3 day(s),TCI,in-stock
B3733,G,5.0,9900.0,True,True,True,3 day(s),TCI,in-stock
B3734,G,25.0,10600.0,True,True,False,3 day(s),TCI,in-stock
B3734,G,5.0,3300.0,True,True,True,3 day(s),TCI,in-stock
B3735,G,25.0,17700.0,True,True,False,3 day(s),TCI,in-stock
B3735,G,5.0,5400.0,True,True,True,3 day(s),TCI,in-stock
B3736,G,1.0,3900.0,False,True,False,3 day(s),TCI,in-stock
B3736,G,5.0,13400.0,True,True,True,3 day(s),TCI,in-stock
B3737,G,1.0,6400.0,False,True,False,3 day(s),TCI,in-stock
B3737,G,5.0,22100.0,True,True,True,3 day(s),TCI,in-stock
B3738,G,25.0,79900.0,True,True,False,3 day(s),TCI,in-stock
B3738,G,5.0,25500.0,True,True,True,3 day(s),TCI,in-stock
B3739,G,1.0,4300.0,False,True,False,3 day(s),TCI,in-stock
B3739,G,5.0,12800.0,True,True,True,3 day(s),TCI,in-stock
B3740,G,1.0,6500.0,True,True,True,3 day(s),TCI,in-stock
B3741,G,1.0,2900.0,True,True,True,3 day(s),TCI,in-stock
B3741,G,5.0,9600.0,True,True,False,3 day(s),TCI,in-stock
B3743,G,25.0,16700.0,False,True,False,3 day(s),TCI,in-stock
B3743,G,5.0,5200.0,True,True,False,3 day(s),TCI,in-stock
B3744,G,25.0,28300.0,False,True,False,3 day(s),TCI,in-stock
B3744,G,5.0,6500.0,True,True,False,3 day(s),TCI,in-stock
B3745,G,25.0,15600.0,True,True,True,3 day(s),TCI,in-stock
B3745,G,5.0,4200.0,True,True,False,3 day(s),TCI,in-stock
B3747,G,25.0,65600.0,True,True,True,3 day(s),TCI,in-stock
B3747,G,5.0,19200.0,True,True,False,3 day(s),TCI,in-stock
B3748,G,25.0,22100.0,True,True,True,3 day(s),TCI,in-stock
B3748,G,5.0,5700.0,True,True,False,3 day(s),TCI,in-stock
B3749,G,5.0,21400.0,True,True,False,3 day(s),TCI,in-stock
B3751,G,25.0,15500.0,True,True,False,3 day(s),TCI,in-stock
B3751,G,5.0,4400.0,True,True,False,3 day(s),TCI,in-stock
B3752,G,25.0,16300.0,True,True,False,3 day(s),TCI,in-stock
B3752,G,5.0,4900.0,True,True,False,3 day(s),TCI,in-stock
B3753,G,1.0,1900.0,True,True,False,3 day(s),TCI,in-stock
B3753,G,5.0,6700.0,True,True,True,3 day(s),TCI,in-stock
B3754,G,25.0,25700.0,False,True,False,3 day(s),TCI,in-stock
B3754,G,5.0,7400.0,True,True,True,3 day(s),TCI,in-stock
B3755,G,25.0,16400.0,True,True,False,3 day(s),TCI,in-stock
B3755,G,5.0,4700.0,True,True,True,3 day(s),TCI,in-stock
B3756,G,1.0,3800.0,False,True,False,3 day(s),TCI,in-stock
B3756,G,5.0,13100.0,True,True,True,3 day(s),TCI,in-stock
B3757,G,1.0,7400.0,True,True,True,3 day(s),TCI,in-stock
B3757,G,5.0,25800.0,True,True,True,3 day(s),TCI,in-stock
B3759,G,1.0,2200.0,True,True,True,3 day(s),TCI,in-stock
B3759,G,5.0,6900.0,True,True,True,3 day(s),TCI,in-stock
B3760,G,25.0,12000.0,True,True,False,3 day(s),TCI,in-stock
B3760,G,5.0,3900.0,True,True,True,3 day(s),TCI,in-stock
B3762,G,1.0,7300.0,True,True,False,3 day(s),TCI,in-stock
B3762,G,5.0,22600.0,True,True,True,3 day(s),TCI,in-stock
B3763,G,25.0,23800.0,True,True,False,3 day(s),TCI,in-stock
B3763,G,5.0,7100.0,True,True,True,3 day(s),TCI,in-stock
B3764,G,25.0,15000.0,True,True,False,3 day(s),TCI,in-stock
B3764,G,5.0,4800.0,True,True,True,3 day(s),TCI,in-stock
B3765,G,25.0,30700.0,True,True,False,3 day(s),TCI,in-stock
B3765,G,5.0,8900.0,True,True,True,3 day(s),TCI,in-stock
B3766,G,5.0,5500.0,True,True,True,3 day(s),TCI,in-stock
B3767,G,5.0,5000.0,True,True,True,3 day(s),TCI,in-stock
B3768,G,25.0,7000.0,False,True,False,3 day(s),TCI,in-stock
B3768,G,5.0,3000.0,True,True,True,3 day(s),TCI,in-stock
B3769,G,5.0,8300.0,True,True,True,3 day(s),TCI,in-stock
B3770,G,25.0,4000.0,True,True,False,3 day(s),TCI,in-stock
B3770,G,5.0,2000.0,True,True,True,3 day(s),TCI,in-stock
B3771,G,25.0,4000.0,True,True,False,3 day(s),TCI,in-stock
B3771,G,5.0,2000.0,True,True,True,3 day(s),TCI,in-stock
B3772,G,5.0,7100.0,True,True,True,3 day(s),TCI,in-stock
B3773,G,1.0,20100.0,True,True,True,3 day(s),TCI,in-stock
B3775,G,1.0,2900.0,True,True,True,3 day(s),TCI,in-stock
B3775,G,5.0,9500.0,True,True,False,3 day(s),TCI,in-stock
B3777,G,5.0,12500.0,True,True,True,3 day(s),TCI,in-stock
B3778,G,25.0,31200.0,True,True,False,3 day(s),TCI,in-stock
B3778,G,5.0,8900.0,True,True,True,3 day(s),TCI,in-stock
B3779,G,1.0,3300.0,False,True,False,3 day(s),TCI,in-stock
B3779,G,5.0,12900.0,True,True,True,3 day(s),TCI,in-stock
B3781,G,25.0,28700.0,True,True,True,3 day(s),TCI,in-stock
B3781,G,5.0,9000.0,True,True,True,3 day(s),TCI,in-stock
B3782,G,1.0,4800.0,True,True,False,3 day(s),TCI,in-stock
B3782,G,5.0,15300.0,True,True,True,3 day(s),TCI,in-stock
B3783,G,25.0,16200.0,False,True,True,3 day(s),TCI,in-stock
B3783,G,5.0,4900.0,True,True,True,3 day(s),TCI,in-stock
B3784,G,25.0,17800.0,True,True,True,3 day(s),TCI,in-stock
B3784,G,5.0,5600.0,True,True,True,3 day(s),TCI,in-stock
B3785,G,1.0,3500.0,True,True,False,3 day(s),TCI,in-stock
B3785,G,5.0,13500.0,True,True,True,3 day(s),TCI,in-stock
B3786,G,25.0,7000.0,True,True,False,3 day(s),TCI,in-stock
B3786,G,5.0,2900.0,True,True,True,3 day(s),TCI,in-stock
B3787,G,25.0,17300.0,True,True,False,3 day(s),TCI,in-stock
B3787,G,5.0,5100.0,True,True,True,3 day(s),TCI,in-stock
B3788,G,5.0,8400.0,True,True,True,3 day(s),TCI,in-stock
B3789,G,25.0,20000.0,True,True,False,3 day(s),TCI,in-stock
B3789,G,5.0,5100.0,True,True,True,3 day(s),TCI,in-stock
B3790,MG,10.0,20100.0,False,True,False,3 day(s),TCI,in-stock
B3791,G,25.0,13300.0,True,True,True,3 day(s),TCI,in-stock
B3791,G,5.0,3900.0,True,True,True,3 day(s),TCI,in-stock
B3792,MG,200.0,17000.0,True,True,False,3 day(s),TCI,in-stock
B3793,G,1.0,11500.0,True,True,False,3 day(s),TCI,in-stock
B3793,G,5.0,37800.0,True,True,False,3 day(s),TCI,in-stock
B3794,G,25.0,47100.0,True,True,False,3 day(s),TCI,in-stock
B3794,G,5.0,15300.0,True,True,False,3 day(s),TCI,in-stock
B3795,G,1.0,5800.0,False,False,True,3 day(s),TCI,in-stock
B3795,G,5.0,20000.0,True,True,True,3 day(s),TCI,in-stock
B3796,G,5.0,12300.0,True,True,True,3 day(s),TCI,in-stock
B3797,G,1.0,3400.0,True,True,False,3 day(s),TCI,in-stock
B3797,G,5.0,11300.0,True,True,True,3 day(s),TCI,in-stock
B3799,G,25.0,7700.0,False,True,False,3 day(s),TCI,in-stock
B3799,G,5.0,2000.0,True,True,True,3 day(s),TCI,in-stock
B3800,G,25.0,8400.0,False,True,False,3 day(s),TCI,in-stock
B3801,G,1.0,3200.0,True,False,False,3 day(s),TCI,in-stock
B3801,G,5.0,10600.0,False,True,False,3 day(s),TCI,in-stock
B3803,MG,100.0,12100.0,True,True,False,3 day(s),TCI,in-stock
B3803,G,1.0,49400.0,True,True,False,3 day(s),TCI,in-stock
B3804,G,1.0,4600.0,True,True,False,3 day(s),TCI,in-stock
B3804,G,5.0,15700.0,True,True,True,3 day(s),TCI,in-stock
B3805,MG,100.0,11300.0,True,True,False,3 day(s),TCI,in-stock
B3805,G,1.0,60300.0,True,True,False,3 day(s),TCI,in-stock
B3806,G,5.0,13500.0,False,True,False,3 day(s),TCI,in-stock
B3807,G,25.0,13500.0,True,True,True,3 day(s),TCI,in-stock
B3808,G,1.0,3300.0,True,True,False,3 day(s),TCI,in-stock
B3808,G,5.0,10500.0,True,True,False,3 day(s),TCI,in-stock
B3810,G,25.0,13900.0,False,True,False,3 day(s),TCI,in-stock
B3810,G,5.0,4300.0,True,True,False,3 day(s),TCI,in-stock
B3811,G,25.0,41700.0,False,True,False,3 day(s),TCI,in-stock
B3811,G,5.0,12200.0,True,True,False,3 day(s),TCI,in-stock
B3812,G,5.0,33100.0,True,True,False,3 day(s),TCI,in-stock
B3814,G,1.0,4100.0,True,True,False,3 day(s),TCI,in-stock
B3814,G,5.0,14900.0,True,True,False,3 day(s),TCI,in-stock
B3816,G,1.0,3400.0,True,True,False,3 day(s),TCI,in-stock
B3816,G,5.0,11800.0,True,True,False,3 day(s),TCI,in-stock
B3817,G,1.0,6900.0,True,True,True,3 day(s),TCI,in-stock
B3817,G,5.0,24000.0,True,True,True,3 day(s),TCI,in-stock
B3820,MG,10.0,13900.0,False,True,False,3 day(s),TCI,in-stock
B3820,MG,50.0,45900.0,True,True,False,3 day(s),TCI,in-stock
B3822,G,25.0,6500.0,True,True,False,3 day(s),TCI,in-stock
B3823,G,25.0,14600.0,True,True,True,3 day(s),TCI,in-stock
B3823,G,5.0,4500.0,True,True,False,3 day(s),TCI,in-stock
B3825,G,1.0,10000.0,False,True,True,3 day(s),TCI,in-stock
B3825,G,5.0,30000.0,True,True,False,3 day(s),TCI,in-stock
B3826,G,5.0,16100.0,True,True,False,3 day(s),TCI,in-stock
B3827,G,1.0,3200.0,True,True,False,3 day(s),TCI,in-stock
B3827,G,5.0,11500.0,True,True,True,3 day(s),TCI,in-stock
B3828,G,1.0,4700.0,True,True,True,3 day(s),TCI,in-stock
B3828,G,5.0,15700.0,True,True,True,3 day(s),TCI,in-stock
B3829,G,1.0,3200.0,True,True,True,3 day(s),TCI,in-stock
B3829,G,5.0,10300.0,True,True,True,3 day(s),TCI,in-stock
B3830,G,1.0,3900.0,True,True,True,3 day(s),TCI,in-stock
B3830,G,5.0,11800.0,True,True,True,3 day(s),TCI,in-stock
B3831,G,5.0,10500.0,True,True,True,3 day(s),TCI,in-stock
B3832,ML,25.0,41900.0,True,True,True,3 day(s),TCI,in-stock
B3832,ML,5.0,11900.0,True,True,False,3 day(s),TCI,in-stock
B3833,ML,25.0,41100.0,True,True,True,3 day(s),TCI,in-stock
B3833,ML,5.0,11800.0,True,True,False,3 day(s),TCI,in-stock
B3834,G,1.0,13600.0,False,True,False,3 day(s),TCI,in-stock
B3835,G,1.0,2900.0,False,True,False,3 day(s),TCI,in-stock
B3835,G,5.0,9400.0,False,True,False,3 day(s),TCI,in-stock
B3836,G,1.0,9600.0,True,True,False,3 day(s),TCI,in-stock
B3837,G,5.0,4100.0,True,True,False,3 day(s),TCI,in-stock
B3838,G,1.0,4000.0,False,True,False,3 day(s),TCI,in-stock
B3838,G,5.0,13700.0,True,True,False,3 day(s),TCI,in-stock
B3839,G,1.0,5100.0,True,True,False,3 day(s),TCI,in-stock
B3839,G,5.0,16400.0,True,True,True,3 day(s),TCI,in-stock
B3840,G,5.0,24100.0,True,True,True,3 day(s),TCI,in-stock
B3841,G,25.0,21800.0,True,True,True,3 day(s),TCI,in-stock
B3841,G,5.0,6500.0,True,True,True,3 day(s),TCI,in-stock
B3842,G,1.0,3400.0,True,True,False,3 day(s),TCI,in-stock
B3842,G,5.0,11000.0,True,True,True,3 day(s),TCI,in-stock
B3843,G,1.0,3400.0,True,True,False,3 day(s),TCI,in-stock
